,day,best_agent_profit,day_best_agent_profit
677,677,72796.14503097534,72466.83974838257
678,678,72796.14503097534,72466.83974838257
679,679,72796.14503097534,72496.14016342163
680,680,72796.14503097534,72496.14016342163
681,681,72796.14503097534,72496.14016342163
682,682,72796.14503097534,72463.02150344849
683,683,72796.14503097534,72463.02150344849
684,684,72796.14503097534,72451.79152297974
685,685,72796.14503097534,72453.07189559937
686,686,72796.14503097534,72453.52907943726
687,687,72796.14503097534,72455.90822219849
688,688,72796.14503097534,72453.52907943726
689,689,72796.14503097534,72453.52907943726
690,690,72796.14503097534,72491.58776473999
691,691,72796.14503097534,72491.58776473999
692,692,72796.14503097534,72491.58776473999
693,693,72796.14503097534,72453.52907943726
694,694,72796.14503097534,72491.58776473999
695,695,72796.14503097534,72491.58776473999
696,696,72796.14503097534,72491.58776473999
697,697,72796.14503097534,72617.4415473938
698,698,72796.14503097534,72617.4415473938
699,699,72796.14503097534,72617.4415473938
700,700,72796.14503097534,72622.91164016724
701,701,72796.14503097534,72657.23778915405
702,702,72796.14503097534,72622.91164016724
703,703,72796.14503097534,72622.91164016724
704,704,72796.14503097534,72622.91164016724
705,705,72796.14503097534,72622.91164016724
706,706,72796.14503097534,72622.91164016724
707,707,72796.14503097534,72619.30769729614
708,708,72796.14503097534,72622.91164016724
709,709,72796.14503097534,72686.60221481323
710,710,72796.14503097534,72686.60221481323
711,711,72796.14503097534,72686.60221481323
712,712,72796.14503097534,72686.60221481323
713,713,72796.14503097534,72686.60221481323
714,714,72796.14503097534,72686.60221481323
715,715,72796.14503097534,72686.60221481323
716,716,72796.14503097534,72686.60221481323
717,717,72796.14503097534,72686.60221481323
718,718,72796.14503097534,72686.60221481323
719,719,72796.14503097534,72686.60221481323
